transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,source,email_masked,phone_masked,revenue,year,month,month_name,quarter,day_of_week,is_weekend
3035,926,Lisa Reynolds,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-11-15,2,Card,0.1,successful,retail_data1,86f52346f9e98f926692,2d864862226b9078830c,27000.0,2025,11,Nov,4,Saturday,True
3036,889,Robert Carlson,104,8000.0,Shoes,Clothing,offline,Delhi,2025-01-08,2,UPI,0.1,successful,retail_data1,d6819f9fb8a2dcb69bfb,312bfd49a9ba20eec0ee,14400.0,2025,1,Jan,1,Wednesday,False
3037,84,Paul Pacheco,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-12-11,5,UPI,0.15,successful,retail_data1,ec7caa9065674ab91ac5,dccbd6223b74200f558d,63750.0,2025,12,Dec,4,Thursday,False
3038,917,Alexandria Marks,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-03-22,5,UPI,0.35,successful,retail_data1,aa68c27cb1ccf0b9000a,20a3c50cfee13be2bdea,211250.0,2026,3,Mar,1,Sunday,True
3039,305,Zachary Cabrera,107,50000.0,Dining Table,Furniture,online,Delhi,2025-05-31,2,Card,0.4,successful,retail_data1,daa13b369137878266ad,3a03cd3d27757ff06ff9,60000.0,2025,5,May,2,Saturday,True
3040,123,Trevor Sharp,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-05-04,3,Card,0.2,successful,retail_data1,0f1f6a65a7c67b7165ac,2096ff804865f9c7fb2f,120000.0,2025,5,May,2,Sunday,True
3041,953,Adam Taylor,102,70000.0,Phone,Electronics,online,Bangalore,2025-11-08,2,UPI,0.25,successful,retail_data1,613707aad3a712a9d1fe,1e0ab772edac31cb7963,105000.0,2025,11,Nov,4,Saturday,True
3042,997,Destiny Fields,106,80000.0,Sofa,Furniture,online,Mumbai,2025-07-20,4,Card,0.1,successful,retail_data1,99062228ff6941eefc0b,9d5bbb9ec3d5f80032bd,288000.0,2025,7,Jul,3,Sunday,True
3043,179,Joshua Spencer,106,80000.0,Sofa,Furniture,online,Delhi,2026-02-01,2,UPI,0.2,successful,retail_data1,9dd841f0e89722d4aeb7,6c3b929eee78af09092c,128000.0,2026,2,Feb,1,Sunday,True
3044,918,Grant Harris,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-23,5,UPI,0.25,successful,retail_data1,ced92f85f81f17372e93,73d0d52b16e7e7429b66,187500.0,2026,1,Jan,1,Friday,False
3045,726,Joshua Walker,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-11-13,5,Cash,0.05,successful,retail_data1,63e5ca8242fb7f7c6d10,92bb587e85b0ffe1b35f,308750.0,2025,11,Nov,4,Thursday,False
3046,807,Steven Li,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-01,1,UPI,0.35,successful,retail_data1,5b5169307df8d1d47a7c,f8d9c9469c212e96eedb,162500.0,2025,11,Nov,4,Saturday,True
3047,88,Alex Mccullough,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-11-10,5,NetBanking,0.3,successful,retail_data1,1e09ed52b80b0898c8d3,8abb9d60249c28ad94db,157500.0,2025,11,Nov,4,Monday,False
3048,565,Craig Moore,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-12-28,2,Cash,0.2,successful,retail_data1,85a16ee2e4ec76cb62f3,4295a212b6a4b7660445,2080.0,2025,12,Dec,4,Sunday,True
3049,259,Kevin Ramirez,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-03-25,4,UPI,0.15,successful,retail_data1,f81e5f075377d81bf399,c97299a55a1280884592,221000.0,2026,3,Mar,1,Wednesday,False
3050,648,Samantha Barrett,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-07-27,5,Card,0.35,successful,retail_data1,dbff466156891f82e9ee,2694227fad21c40ddff5,48750.0,2025,7,Jul,3,Sunday,True
3051,387,Kenneth Rocha,105,45000.0,Tv,Electronics,online,Mumbai,2025-11-01,3,Card,0.25,successful,retail_data1,f42d5e3c5f55e537502d,e4c7ac1a7eae41464640,101250.0,2025,11,Nov,4,Saturday,True
3052,747,Laura Edwards,104,8000.0,Shoes,Clothing,online,Bangalore,2025-10-28,3,NetBanking,0.1,successful,retail_data1,a10cf71c68cb5673d5b7,eab493e46c32b65b5469,21600.0,2025,10,Oct,4,Tuesday,False
3053,391,Catherine Beard,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-08-15,3,NetBanking,0.1,successful,retail_data1,9f58d044673af925ce04,28453001838edaa7a489,675000.0,2025,8,Aug,3,Friday,False
3054,92,Kelly Chang,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-07-17,1,Cash,0.25,successful,retail_data1,9c2b8cfe84c4d6e167e4,6e1ca57014f475607a2b,11250.0,2025,7,Jul,3,Thursday,False
3055,63,Joseph Little,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-26,4,Card,0.1,successful,retail_data1,e3799ea332d35ef9f594,fce802b3df6cd26d5894,900000.0,2025,11,Nov,4,Wednesday,False
3056,557,Joseph Cowan,102,70000.0,Phone,Electronics,online,Hyderabad,2025-09-25,5,UPI,0.25,successful,retail_data1,aa00ffd546bf483d71da,a12aeb6171719d1fdc4e,262500.0,2025,9,Sep,3,Thursday,False
3057,820,Mary Goodwin,105,45000.0,Tv,Electronics,online,Delhi,2026-04-15,2,Card,0.3,successful,retail_data1,628d076147024f7fae6f,08d049e0458d137a5b36,63000.0,2026,4,Apr,2,Wednesday,False
3058,357,Kimberly Adams,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-05-11,2,Cash,0.15,successful,retail_data1,61f1e7e5cf89516f0e58,51f97e61560c577201f2,85000.0,2025,5,May,2,Sunday,True
3059,734,Melissa Smith,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-04-30,2,NetBanking,0.2,successful,retail_data1,89fc50e7aac4a27b3058,408628c40092522dae25,104000.0,2025,4,Apr,2,Wednesday,False
3060,199,Marissa Cortez,101,250000.0,Laptop,Electronics,offline,Chennai,2026-01-25,4,Card,0.05,successful,retail_data1,2c5db219cebb5d806098,997372514602591ac10c,950000.0,2026,1,Jan,1,Sunday,True
3061,203,Samantha Wells,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-05-15,4,NetBanking,0.05,successful,retail_data1,9947078859e29abc53f6,d58fe9dfe532137df5b1,247000.0,2025,5,May,2,Thursday,False
3062,765,Eric Gaines,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-08-03,2,NetBanking,0.05,successful,retail_data1,7994dd1de38b1118558c,81b65f6ceea61dc2cca1,95000.0,2025,8,Aug,3,Sunday,True
3063,698,Jennifer Mendoza,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-05-15,1,Cash,0.4,successful,retail_data1,8dc17e6eb23defde8dcf,3d3ca87ec6ef90fdef2c,27000.0,2025,5,May,2,Thursday,False
3064,568,Joshua Collins,107,50000.0,Dining Table,Furniture,offline,Mumbai,2026-03-06,1,Card,0.25,successful,retail_data1,0facaf668b39bf6a8456,d3f874fead345cccfb1e,37500.0,2026,3,Mar,1,Friday,False
3065,242,James Pham,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-06,4,Card,0.3,successful,retail_data1,1a6d54e22d1fefc356bc,edd907b92b684fbbb361,182000.0,2025,6,Jun,2,Friday,False
3066,277,Robert Baker,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-05-31,2,Cash,0.2,successful,retail_data1,1a5a39e89ef015697e48,0c61db0f02dc40091178,400000.0,2025,5,May,2,Saturday,True
3067,475,Natalie Andrews,105,45000.0,Tv,Electronics,offline,Mumbai,2026-02-14,1,NetBanking,0.25,successful,retail_data1,c6c814b3ffa1df5c7842,5b41bb8aa4ad39268171,33750.0,2026,2,Feb,1,Saturday,True
3068,662,James Osborn,105,45000.0,Tv,Electronics,online,Bangalore,2026-03-17,3,Card,0.4,successful,retail_data1,572033317135c939edb4,fe987eee9e3dcf128672,81000.0,2026,3,Mar,1,Tuesday,False
3069,941,Chelsea Wallace,102,70000.0,Phone,Electronics,online,Bangalore,2026-01-04,2,Card,0.05,successful,retail_data1,50ef9af42ae95622b41e,5cc554c228ccc7f293e6,133000.0,2026,1,Jan,1,Sunday,True
3070,173,Joshua Smith,101,250000.0,Laptop,Electronics,online,Delhi,2025-07-20,1,Cash,0.2,successful,retail_data1,88c0402c27cfb1655c96,528a7c9968ab7dcdc48f,200000.0,2025,7,Jul,3,Sunday,True
3071,86,Rachel Gonzales,109,65000.0,Refrigerator,Home Appliances,offline,Mumbai,2025-06-14,2,UPI,0.1,successful,retail_data1,8a92ac63b76bbf8c71fa,183b4f7244928cae354c,117000.0,2025,6,Jun,2,Saturday,True
3072,335,Jacob Evans,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-12-13,5,Card,0.05,successful,retail_data1,4e9a4154675455f45a1a,ac54641f8008adaff8e8,38000.0,2025,12,Dec,4,Saturday,True
3073,303,Derek Rose,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-04-23,5,UPI,0.3,successful,retail_data1,4117ae38b31d31609b96,87e2486319772507d7f1,227500.0,2025,4,Apr,2,Wednesday,False
3074,294,Jared Moreno,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-28,2,Cash,0.3,successful,retail_data1,c84e6751a9e92a96a136,86998296118504b2f242,91000.0,2025,6,Jun,2,Saturday,True
3075,513,Brandon Sims,106,80000.0,Sofa,Furniture,offline,Chennai,2025-09-27,5,NetBanking,0.2,successful,retail_data1,51f1cbbcc3dc7c87cb52,b53102c20118e0af5484,320000.0,2025,9,Sep,3,Saturday,True
3076,888,Jade Garza,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-06-08,3,Cash,0.1,successful,retail_data1,629873393d19cb75131b,36a283f972ccd214f0a5,3510.0,2025,6,Jun,2,Sunday,True
3077,386,Brittney Moreno,105,45000.0,Tv,Electronics,online,Chennai,2026-02-17,5,Card,0.25,successful,retail_data1,97cfc39de23c414f918f,be2e7af4149d4350bf8b,168750.0,2026,2,Feb,1,Tuesday,False
3078,436,Jesse Conway,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-01-25,1,Cash,0.25,successful,retail_data1,df072357edf07451021e,ebe05c4d0ad05e88dc55,11250.0,2026,1,Jan,1,Sunday,True
3079,231,Jason Smith,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-05-30,5,Card,0.1,successful,retail_data1,2901ac840f3357b1dbfb,83b79becccde43fbac6a,1125000.0,2025,5,May,2,Friday,False
3080,137,Kathleen Douglas,105,45000.0,Tv,Electronics,online,Mumbai,2025-10-02,1,Cash,0.2,successful,retail_data1,3d94779484d91a1ea72c,b365b759b048c99be479,36000.0,2025,10,Oct,4,Thursday,False
3081,760,Teresa Ochoa,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-04-05,1,NetBanking,0.15,successful,retail_data1,47ef1efd5e1159b072e9,628776e86b8cbe18fa8a,12750.0,2026,4,Apr,2,Sunday,True
3082,479,Tracy Underwood,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-16,2,UPI,0.2,successful,retail_data1,bda7252f8e3865672ae8,94d50e3632403b183ce7,400000.0,2025,11,Nov,4,Sunday,True
3083,127,Carlos Hickman,105,45000.0,Tv,Electronics,online,Bangalore,2026-08-02,2,Cash,0.2,successful,retail_data1,6e1f51c238a72676b2e7,5087521f751947839104,72000.0,2026,8,Aug,3,Sunday,True
3084,575,Willie Holloway,103,1300.0,Shirt,Clothing,offline,Chennai,2025-08-17,4,NetBanking,0.4,successful,retail_data1,b95e2460a1bb7632815e,d9a4739f8855d01de57a,3120.0,2025,8,Aug,3,Sunday,True
3085,259,Kevin Ramirez,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-05-25,5,Card,0.35,successful,retail_data1,f81e5f075377d81bf399,c97299a55a1280884592,260000.0,2025,5,May,2,Sunday,True
3086,469,Michael Garcia,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-10-06,2,NetBanking,0.35,successful,retail_data1,8a0689462b7641a7b89e,0a11902c0bcb846ce4c1,84500.0,2025,10,Oct,4,Monday,False
3087,540,Amy Cruz,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-02-16,5,NetBanking,0.1,successful,retail_data1,cd64f386e4ce8e95c5e0,f06ae52c58e03ea90d2b,202500.0,2026,2,Feb,1,Monday,False
3088,502,Amy Stewart,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-11-19,5,NetBanking,0.05,successful,retail_data1,608bc2105cc974c248c3,6f48f44d908c6bd5bee8,71250.0,2025,11,Nov,4,Wednesday,False
3089,987,Daniel Harper,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-05-10,3,Cash,0.2,successful,retail_data1,6e54d96bc2dd7786b39b,fdea2dd5b12b78bf4657,156000.0,2025,5,May,2,Saturday,True
3090,42,Michael Swanson,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-09-11,4,Cash,0.3,successful,retail_data1,2615f974566f2ecc01a9,7412db881bf965b5f32c,3640.0,2025,9,Sep,3,Thursday,False
3091,208,Matthew Berry,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-04-20,4,Card,0.3,successful,retail_data1,1550a4a4ab3b8cfd3722,de5dabc0e7f7b95fd8e2,126000.0,2025,4,Apr,2,Sunday,True
3092,596,Douglas Johnson,102,70000.0,Phone,Electronics,online,Chennai,2025-12-26,3,NetBanking,0.35,successful,retail_data1,6e4719c9a0f8c9a0c980,8612cafec2d39eada270,136500.0,2025,12,Dec,4,Friday,False
3093,329,William Jackson,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-25,2,Card,0.25,successful,retail_data1,78cc409bdff749c72d9b,85d873e40e3b0b373711,1950.0,2025,11,Nov,4,Tuesday,False
3094,724,Kimberly Winters,107,50000.0,Dining Table,Furniture,online,Chennai,2025-11-03,4,NetBanking,0.05,successful,retail_data1,0ff3b92ed6c76c752922,663f4479d76848d58d46,190000.0,2025,11,Nov,4,Monday,False
3095,459,Jason Moreno,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-07-06,1,Card,0.35,successful,retail_data1,ec0eed02314dcee52b4b,65beb6843a4dde331771,5200.0,2025,7,Jul,3,Sunday,True
3096,342,Jessica Fowler,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2025-08-29,1,UPI,0.25,successful,retail_data1,dbf46676cb0b5fd64917,2632b5eafab88237750a,11250.0,2025,8,Aug,3,Friday,False
3097,587,Lucas Acosta,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-09-16,4,Card,0.35,successful,retail_data1,3b31d6213e6923c24573,ae0af1c29ff6965ca639,20800.0,2025,9,Sep,3,Tuesday,False
3098,390,Erika Knight,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-06-03,3,Card,0.25,successful,retail_data1,002e230a14753479faa5,ba2264ca3af50d73ff8e,112500.0,2025,6,Jun,2,Tuesday,False
3100,563,Robert Baird,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-09-12,2,NetBanking,0.2,successful,retail_data1,9435bce45e3607f40832,c10d6234b421d8660a2d,104000.0,2025,9,Sep,3,Friday,False
3101,30,Todd Harding,106,80000.0,Sofa,Furniture,offline,Hyderabad,2026-02-26,5,UPI,0.05,successful,retail_data1,6b15d5dcd8573cdd1ad2,7ae71feb839adacc27c4,380000.0,2026,2,Feb,1,Thursday,False
3102,417,Kristina Lewis,101,250000.0,Laptop,Electronics,offline,Delhi,2025-07-21,3,NetBanking,0.15,successful,retail_data1,fd426419a08291b763b8,365bfb75573244bd90bf,637500.0,2025,7,Jul,3,Monday,False
3103,963,Laura Stevenson,107,50000.0,Dining Table,Furniture,online,Chennai,2025-10-13,1,UPI,0.05,successful,retail_data1,b995779805ba57ae0d0e,9c3bdde1ba8f453b80c0,47500.0,2025,10,Oct,4,Monday,False
3104,820,Mary Goodwin,104,8000.0,Shoes,Clothing,online,Delhi,2026-11-01,1,NetBanking,0.2,successful,retail_data1,628d076147024f7fae6f,08d049e0458d137a5b36,6400.0,2026,11,Nov,4,Sunday,True
3105,231,Jason Smith,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-08-09,1,NetBanking,0.4,successful,retail_data1,2901ac840f3357b1dbfb,83b79becccde43fbac6a,4800.0,2025,8,Aug,3,Saturday,True
3106,51,Cory Ellis,103,1300.0,Shirt,Clothing,offline,Chennai,2025-11-18,2,Cash,0.15,successful,retail_data1,5325e4fe6e3ad1ad9798,3a38398dbcda52f6af16,2210.0,2025,11,Nov,4,Tuesday,False
3107,196,Mary Hicks,101,250000.0,Laptop,Electronics,online,Chennai,2025-08-04,1,NetBanking,0.25,successful,retail_data1,d22b758cf70ee891e774,7b29c7b984602ab7e20a,187500.0,2025,8,Aug,3,Monday,False
3109,45,Tasha Baker,105,45000.0,Tv,Electronics,online,Delhi,2026-01-26,2,UPI,0.05,successful,retail_data1,9ee2bff76016cc468aed,ac3e5e3a690e5f8da660,85500.0,2026,1,Jan,1,Monday,False
3110,788,William Wright,104,8000.0,Shoes,Clothing,offline,Bangalore,2026-03-24,4,NetBanking,0.2,successful,retail_data1,9549234d8c813d49d920,d61e040b4d324af4e036,25600.0,2026,3,Mar,1,Tuesday,False
3112,362,David Wells,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-08-05,3,NetBanking,0.25,successful,retail_data1,5a56165ec47a3c6bb4e4,f9b574e28937cfb69a24,33750.0,2025,8,Aug,3,Tuesday,False
3113,64,Sheri Osborne,105,45000.0,Tv,Electronics,online,Mumbai,2025-07-15,1,Cash,0.4,successful,retail_data1,e00d981d32242bcb3cc5,3ff9e3fc2418d3b32989,27000.0,2025,7,Jul,3,Tuesday,False
3114,892,Logan Hayes,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-25,1,NetBanking,0.15,successful,retail_data1,ebfd080deb6edf589d20,1c5dc0bbdf5143c9151d,42500.0,2026,2,Feb,1,Wednesday,False
3115,190,Heather Martinez,104,8000.0,Shoes,Clothing,online,Chennai,2025-08-02,2,UPI,0.1,successful,retail_data1,ad161a32f0a134c2e883,4691efc37841fcf453e8,14400.0,2025,8,Aug,3,Saturday,True
3116,910,Cindy Price,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-22,5,UPI,0.2,successful,retail_data1,b77a1ab46589095e7d79,ff19697c75331f2badea,5200.0,2025,5,May,2,Thursday,False
3117,745,Jennifer Weeks,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-09-27,4,UPI,0.1,successful,retail_data1,badc3e46ccdf90c2e5cb,cedbc25f75ca1be16b40,252000.0,2025,9,Sep,3,Saturday,True
3118,297,Susan Hill,102,70000.0,Phone,Electronics,online,Delhi,2025-12-03,1,Cash,0.25,successful,retail_data1,701815f3bbdbd2a553c7,538e1bf234a7cc5f1b9e,52500.0,2025,12,Dec,4,Wednesday,False
3119,563,Robert Baird,104,8000.0,Shoes,Clothing,online,Hyderabad,2026-03-26,5,UPI,0.05,successful,retail_data1,9435bce45e3607f40832,c10d6234b421d8660a2d,38000.0,2026,3,Mar,1,Thursday,False
3120,996,Barbara Morris,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-11-23,1,Card,0.25,successful,retail_data1,2de9cc6882a7ce0eef9e,38e1210f966b01bd677e,975.0,2025,11,Nov,4,Sunday,True
3121,252,Shannon Dennis,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-08-19,5,Cash,0.4,successful,retail_data1,6f224317a6fceae01b25,aa38a0f4a60a59e15f8f,210000.0,2025,8,Aug,3,Tuesday,False
3122,877,John Warren,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-07-12,1,UPI,0.2,successful,retail_data1,9f002ac63381289e8bbf,617b9b868dbb0b146c48,56000.0,2025,7,Jul,3,Saturday,True
3123,313,Mary Lowe,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-06-26,4,UPI,0.2,successful,retail_data1,27880315cca11c389b4f,b395cc43323d0754f99f,48000.0,2025,6,Jun,2,Thursday,False
3124,642,Troy Mitchell,105,45000.0,Tv,Electronics,online,Bangalore,2026-01-20,4,NetBanking,0.4,successful,retail_data1,40a175d94b67c5b13875,f896c10e8ef446251b8c,108000.0,2026,1,Jan,1,Tuesday,False
3125,565,Craig Moore,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-12-04,3,Card,0.05,successful,retail_data1,85a16ee2e4ec76cb62f3,4295a212b6a4b7660445,142500.0,2025,12,Dec,4,Thursday,False
3126,264,Kelli Johnson,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-11-01,1,Cash,0.1,successful,retail_data1,3aaa6ae0a7b9a1c8b631,514c2131bdc9dc8828b4,40500.0,2026,11,Nov,4,Sunday,True
3127,237,Jamie Casey,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-03-22,4,NetBanking,0.1,successful,retail_data1,6de0aa5d870a6192bff5,2e14eb8992e4cd57206f,234000.0,2026,3,Mar,1,Sunday,True
3128,396,Connie Edwards,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-11-08,1,Cash,0.05,successful,retail_data1,24f73d8ad939bc794185,f01d554ddaf23334f958,42750.0,2025,11,Nov,4,Saturday,True
3129,912,Brian Randall,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-10-27,5,Cash,0.05,successful,retail_data1,51fa0dd3a2c7f65f9061,122285c01a5e07fd6c7c,71250.0,2025,10,Oct,4,Monday,False
3130,879,Andrew Johnston,105,45000.0,Tv,Electronics,offline,Mumbai,2026-03-04,3,UPI,0.3,successful,retail_data1,00c35cabe59c83334d07,8549c2916526ff5f3e87,94500.0,2026,3,Mar,1,Wednesday,False
3131,796,Jasmine Lopez,102,70000.0,Phone,Electronics,online,Bangalore,2025-09-22,4,Cash,0.4,successful,retail_data1,3b56ffa6073a1eb2ded4,19d6580fc4536762afcd,168000.0,2025,9,Sep,3,Monday,False
3132,362,David Wells,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-10-13,1,Cash,0.2,successful,retail_data1,5a56165ec47a3c6bb4e4,f9b574e28937cfb69a24,36000.0,2025,10,Oct,4,Monday,False
3133,788,William Wright,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2026-03-19,3,Cash,0.25,successful,retail_data1,9549234d8c813d49d920,d61e040b4d324af4e036,33750.0,2026,3,Mar,1,Thursday,False
3134,205,Renee Harris,101,250000.0,Laptop,Electronics,online,Mumbai,2026-09-04,1,Cash,0.1,successful,retail_data1,7e03139a80880ae8285b,8fd657eb4b1d23f2bce8,225000.0,2026,9,Sep,3,Friday,False
3135,385,Austin Love,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-10-15,3,Cash,0.3,successful,retail_data1,1554c349a547a8d7445d,dc52e41d6cbe72405558,2730.0,2025,10,Oct,4,Wednesday,False
3136,284,Erin Richmond,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-01-05,2,UPI,0.05,successful,retail_data1,d8ab4780a03f23d4999c,cdf356bdde924eff7f9f,85500.0,2026,1,Jan,1,Monday,False
3137,182,Kathleen Castro,107,50000.0,Dining Table,Furniture,online,Hyderabad,2026-11-01,3,UPI,0.25,successful,retail_data1,b968291086a95323d5bb,b72483a9cf60cd853b5d,112500.0,2026,11,Nov,4,Sunday,True
3138,998,Joseph Perez,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-08-18,5,NetBanking,0.2,successful,retail_data1,bf6f6e0fa1a4880486cb,a78645027ff1c3836ddb,60000.0,2025,8,Aug,3,Monday,False
3139,169,Angela Dixon,104,8000.0,Shoes,Clothing,online,Mumbai,2026-12-04,4,NetBanking,0.1,successful,retail_data1,070401fdfcbc473b3696,f330ecedc9756cff3837,28800.0,2026,12,Dec,4,Friday,False
3140,391,Catherine Beard,101,250000.0,Laptop,Electronics,offline,Mumbai,2026-03-30,5,NetBanking,0.3,successful,retail_data1,9f58d044673af925ce04,28453001838edaa7a489,875000.0,2026,3,Mar,1,Monday,False
3141,62,Sarah Park,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-02-25,3,UPI,0.4,successful,retail_data1,04d572a92cd8dd6dd750,3555e09b3ebfa8e07aaf,27000.0,2026,2,Feb,1,Wednesday,False
3142,181,Maria Robinson,102,70000.0,Phone,Electronics,online,Delhi,2025-09-14,3,Cash,0.2,successful,retail_data1,35422c1d429d29fd2762,761a4db1a445480e43cd,168000.0,2025,9,Sep,3,Sunday,True
3143,216,Patricia Myers,102,70000.0,Phone,Electronics,online,Chennai,2025-04-16,4,UPI,0.1,successful,retail_data1,df13b2ed4d71af2b15dc,036e3652b99457ccad4c,252000.0,2025,4,Apr,2,Wednesday,False
3144,35,Guy Walker,110,45000.0,Microwave,Home Appliances,online,Chennai,2025-10-27,1,UPI,0.4,successful,retail_data1,0f2a0caf336487af8d4a,780290c209cb4d6c6eb7,27000.0,2025,10,Oct,4,Monday,False
3145,355,Robert Nelson,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-02-07,1,UPI,0.15,successful,retail_data1,6908f00d2013df148fd8,3446d62f342005a7d1db,12750.0,2026,2,Feb,1,Saturday,True
3146,363,Leonard Travis,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-12,2,Cash,0.05,successful,retail_data1,931d48b3582e271bcc47,b6548790d1aaf877e389,85500.0,2025,4,Apr,2,Saturday,True
3147,176,Robin Scott,101,250000.0,Laptop,Electronics,offline,Chennai,2026-03-24,5,UPI,0.1,successful,retail_data1,7319c418f39e26bf651c,3bd0f5db0c062e8c36e3,1125000.0,2026,3,Mar,1,Tuesday,False
3148,892,Logan Hayes,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-09-02,4,Card,0.15,successful,retail_data1,ebfd080deb6edf589d20,1c5dc0bbdf5143c9151d,153000.0,2025,9,Sep,3,Tuesday,False
3149,919,Stephanie White,103,1300.0,Shirt,Clothing,offline,Mumbai,2025-10-25,1,NetBanking,0.25,successful,retail_data1,a0c01bacc88672b864d9,4c64f2704c12f1fe49b9,975.0,2025,10,Oct,4,Saturday,True
3150,756,Juan Mata,104,8000.0,Shoes,Clothing,online,Bangalore,2025-08-15,2,Cash,0.4,successful,retail_data1,0e08248b1952bf56f12a,d041c1ae661385e11ee6,9600.0,2025,8,Aug,3,Friday,False
3151,31,Lisa Velazquez,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-03-25,5,Cash,0.25,successful,retail_data1,743cf88309ecb2bc02cb,6b8f43b2ba0cd6499565,168750.0,2026,3,Mar,1,Wednesday,False
3152,127,Carlos Hickman,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2026-11-03,5,Cash,0.35,successful,retail_data1,6e1f51c238a72676b2e7,5087521f751947839104,211250.0,2026,11,Nov,4,Tuesday,False
3153,989,Jason Huerta,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-04-28,2,NetBanking,0.3,successful,retail_data1,ca01b3776da49595034b,4f437e2c4d7e737b5d5c,70000.0,2025,4,Apr,2,Monday,False
3154,40,Kristina Harrell,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-07-03,4,UPI,0.1,successful,retail_data1,b01cddc057bd4c511d70,f6aff2b9e33c3b2666ad,162000.0,2025,7,Jul,3,Thursday,False
3155,898,Joseph Tyler,105,45000.0,Tv,Electronics,online,Hyderabad,2025-09-22,1,Cash,0.35,successful,retail_data1,41e321519736fe99f86f,8b76a9a3da171328479d,29250.0,2025,9,Sep,3,Monday,False
